@relation NOAA-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attribute1 numeric
@attribute attribute2 numeric
@attribute attribute3 numeric
@attribute attribute4 numeric
@attribute attribute5 numeric
@attribute attribute6 numeric
@attribute attribute7 numeric
@attribute attribute8 numeric
@attribute class {1,2}

@data
0.762956,0.85092,0.005018,0.354839,0.605735,0.511677,0.795589,0.734032,2
0.691939,0.720232,0.007516,0.532258,0.11828,0.235669,0.728584,0.686368,1
0.702495,0.7212,0.008246,0.5,0.236559,0.29724,0.686175,0.696854,1
0.669866,0.712488,0.009484,0.403226,0.329749,0.322718,0.635284,0.686368,2
0.646833,0.684414,0.009683,0.395161,0.114695,0.14862,0.669211,0.619638,1
0.696737,0.724105,0.008533,0.415323,0.064516,0.087049,0.728584,0.667302,1
0.708253,0.763795,0.008091,0.322581,0.103943,0.235669,0.737913,0.675882,1
0.740883,0.795741,0.006875,0.395161,0.390681,0.44586,0.71162,0.753098,1
0.773512,0.819942,0.005593,0.467742,0.369176,0.426752,0.778626,0.761678,1
0.668906,0.722168,0.007781,0.399194,0.455197,0.426752,0.728584,0.667302,2
0.608445,0.68151,0.008356,0.383065,0.111111,0.174098,0.635284,0.600572,2
0.650672,0.697967,0.007848,0.467742,0.193548,0.235669,0.618321,0.675882,2
0.611324,0.718296,0.008334,0.346774,0.297491,0.235669,0.585242,0.675882,2
0.618042,0.730881,0.008445,0.173387,0.27957,0.29724,0.566582,0.686368,2
0.743762,0.815102,0.005151,0.229839,0.505376,0.426752,0.719254,0.742612,2
0.596929,0.591481,0.008931,0.504032,0.422939,0.426752,0.625954,0.590086,1
0.52975,0.544046,0.011053,0.362903,0.258065,0.278132,0.549618,0.50429,1
0.640115,0.667957,0.008754,0.387097,0.505376,0.40552,0.625954,0.675882,1
0.75048,0.837367,0.007295,0.41129,0.222222,0.278132,0.745547,0.772164,1
0.805182,0.872217,0.006676,0.314516,0.204301,0.235669,0.795589,0.810296,1
0.81286,0.864472,0.004841,0.391129,0.329749,0.322718,0.778626,0.828408,1
0.803263,0.852856,0.004068,0.362903,0.240143,0.426752,0.795589,0.78265,2
0.776392,0.847047,0.00462,0.350806,0.326165,0.322718,0.745547,0.78265,2
0.643954,0.713456,0.0084,0.435484,0.379928,0.322718,0.652248,0.705434,2
0.581574,0.696031,0.009506,0.294355,0.333333,0.235669,0.525869,0.656816,2
0.566219,0.638916,0.010235,0.375,0.344086,0.235669,0.541985,0.581506,2
0.556622,0.614714,0.010699,0.306452,0.139785,0.195329,0.592875,0.533842,1
0.650672,0.696999,0.009439,0.358871,0.053763,0.14862,0.694656,0.638704,1
0.670825,0.707648,0.009108,0.350806,0.096774,0.214437,0.728584,0.638704,1
0.702495,0.747338,0.007715,0.399194,0.060932,0.087049,0.745547,0.696854,1
0.728407,0.771539,0.007759,0.383065,0.451613,0.511677,0.728584,0.7245,1
0.754319,0.757986,0.007693,0.387097,0.767025,0.598726,0.70229,0.79123,2
0.741843,0.710552,0.007848,0.479839,0.537634,0.598726,0.71162,0.734032,2
0.691939,0.737657,0.008047,0.487903,0.383513,0.384289,0.71162,0.667302,1
0.662188,0.700871,0.007538,0.379032,0.569892,0.471338,0.669211,0.667302,1
0.554702,0.597289,0.010036,0.395161,0.390681,0.322718,0.482612,0.630124,2
0.536468,0.632139,0.01081,0.298387,0.311828,0.278132,0.473282,0.619638,2
0.515355,0.591481,0.011274,0.366935,0.415771,0.322718,0.449534,0.590086,1
0.571977,0.658277,0.006919,0.342742,0.37276,0.322718,0.602205,0.590086,1
0.616123,0.734753,0.005173,0.245968,0.451613,0.426752,0.585242,0.638704,2
0.510557,0.590513,0.007759,0.342742,0.383513,0.343949,0.465649,0.552908,2
0.513436,0.57696,0.009506,0.395161,0.18638,0.14862,0.490246,0.56244,1
0.551823,0.612778,0.009019,0.383065,0.283154,0.426752,0.625954,0.533842,1
0.643954,0.679574,0.007914,0.391129,0.702509,0.511677,0.642918,0.667302,1
0.577735,0.667957,0.009174,0.274194,0.412186,0.322718,0.575912,0.611058,2
0.46737,0.552759,0.01008,0.302419,0.362007,0.322718,0.440204,0.525262,2
0.542226,0.60697,0.008113,0.33871,0.035842,0.14862,0.585242,0.533842,1
0.607486,0.67183,0.006632,0.375,0.218638,0.29724,0.635284,0.600572,1
0.590211,0.67183,0.006566,0.318548,0.569892,0.511677,0.549618,0.57102,2
0.429942,0.461762,0.010103,0.395161,0.419355,0.44586,0.396947,0.476644,1
0.397313,0.45789,0.010722,0.423387,0.408602,0.426752,0.373198,0.42898,1
0.317658,0.356244,0.011164,0.475806,0.415771,0.426752,0.304495,0.332698,1
0.392514,0.428848,0.006809,0.399194,0.580645,0.70276,0.449534,0.390848,1
0.287908,0.315586,0.009506,0.370968,0.405018,0.471338,0.287532,0.35367,1
0.330134,0.394966,0.010699,0.370968,0.21147,0.235669,0.329941,0.390848,1
0.377159,0.418199,0.01039,0.366935,0.189964,0.174098,0.363868,0.418494,1
0.390595,0.43272,0.010213,0.375,0.315412,0.235669,0.373198,0.409914,1
0.452975,0.539206,0.008113,0.354839,0.27957,0.235669,0.549618,0.439466,1
0.525912,0.581801,0.007759,0.314516,0.075269,0.14862,0.585242,0.485224,1
0.548944,0.606002,0.008577,0.354839,0.132616,0.195329,0.635284,0.49571,1
0.585413,0.675702,0.007605,0.350806,0.426523,0.598726,0.575912,0.600572,1
0.649712,0.743466,0.00378,0.33871,0.397849,0.532909,0.642918,0.686368,2
0.619002,0.724105,0.002233,0.383065,0.376344,0.511677,0.575912,0.667302,2
0.513436,0.597289,0.004443,0.512097,0.401434,0.322718,0.490246,0.525262,1
0.43666,0.513069,0.00703,0.520161,0.362007,0.384289,0.440204,0.448046,1
0.399232,0.468538,0.009859,0.334677,0.587814,0.426752,0.363868,0.467112,1
0.330134,0.387222,0.012733,0.310484,0.573477,0.426752,0.312977,0.390848,1
0.350288,0.407551,0.011164,0.387097,0.175627,0.322718,0.406277,0.36225,1
0.414587,0.475315,0.010014,0.375,0.318996,0.322718,0.449534,0.439466,1
0.484645,0.540174,0.008268,0.427419,0.573477,0.573248,0.516539,0.50429,1
0.517274,0.589545,0.006367,0.395161,0.426523,0.426752,0.541985,0.544328,1
0.407869,0.463698,0.008179,0.395161,0.480287,0.343949,0.373198,0.467112,2
0.359885,0.424976,0.009285,0.395161,0.204301,0.235669,0.396947,0.390848,1
0.331094,0.390126,0.010589,0.395161,0.290323,0.235669,0.356234,0.35367,1
0.400192,0.485963,0.008135,0.217742,0.315412,0.322718,0.363868,0.439466,2
0.413628,0.510165,0.009859,0.322581,0.200717,0.174098,0.42324,0.439466,1
0.451056,0.541142,0.009263,0.375,0.394265,0.384289,0.465649,0.485224,1
0.476967,0.569216,0.008865,0.391129,0.132616,0.235669,0.533503,0.467112,1
0.527831,0.612778,0.008467,0.358871,0.283154,0.195329,0.533503,0.544328,1
0.473129,0.594385,0.008422,0.189516,0.125448,0.29724,0.541985,0.476644,1
0.511516,0.636012,0.007383,0.16129,0.304659,0.174098,0.499576,0.514776,2
0.607486,0.742498,0.006079,0.060484,0.419355,0.384289,0.566582,0.648236,2
0.614203,0.70668,0.004333,0.322581,0.580645,0.44586,0.585242,0.619638,1
0.46929,0.519845,0.006013,0.395161,0.179211,0.322718,0.482612,0.467112,1
0.516315,0.629235,0.004687,0.205645,0.387097,0.426752,0.473282,0.590086,2
0.550864,0.635044,0.001592,0.314516,0.670251,0.573248,0.516539,0.619638,1
0.482726,0.571152,0.00546,0.423387,0.505376,0.44586,0.440204,0.544328,1
0.391555,0.482091,0.010169,0.358871,0.358423,0.278132,0.373198,0.467112,1
0.352207,0.430784,0.010965,0.366935,0.311828,0.29724,0.356234,0.390848,1
0.391555,0.445305,0.009329,0.459677,0.157706,0.278132,0.440204,0.409914,1
0.40595,0.478219,0.008069,0.415323,0.437276,0.426752,0.41391,0.42898,1
0.3762,0.483059,0.006963,0.262097,0.333333,0.40552,0.337574,0.448046,1
0.290787,0.337851,0.008997,0.274194,0.268817,0.235669,0.279898,0.35367,1
0.247601,0.326234,0.008887,0.096774,0.623656,0.511677,0.236641,0.257388,1
0.068138,0.0,0.012932,0.391129,0.55914,0.322718,0.108567,0.096282,1
0.119962,0.121007,0.012004,0.358871,0.318996,0.195329,0.14419,0.13346,1
0.208253,0.268151,0.00913,0.254032,0.336918,0.2569,0.244275,0.219256,1
0.162188,0.17425,0.009439,0.330645,0.483871,0.322718,0.228159,0.182078,1
0.239923,0.2788,0.00672,0.366935,0.444444,0.426752,0.312977,0.219256,1
0.233205,0.28364,0.005637,0.145161,0.594982,0.511677,0.304495,0.227836,1
0.099808,0.081317,0.007361,0.423387,0.587814,0.44586,0.117897,0.13346,1
0.154511,0.161665,0.007494,0.471774,0.236559,0.235669,0.287532,0.152526,1
0.230326,0.275895,0.009263,0.415323,0.455197,0.343949,0.253605,0.276454,1
0.181382,0.211036,0.010788,0.395161,0.286738,0.322718,0.220526,0.182078,1
0.267754,0.324298,0.009351,0.379032,0.390681,0.322718,0.261238,0.313632,1
0.196737,0.24395,0.012733,0.459677,0.301075,0.2569,0.244275,0.238322,1
0.173704,0.199419,0.013175,0.326613,0.154122,0.322718,0.270568,0.161106,1
0.345489,0.417231,0.007317,0.334677,0.27957,0.322718,0.346904,0.390848,1
0.388676,0.456922,0.005107,0.28629,0.007168,0.10828,0.440204,0.399428,1
0.451056,0.553727,0.005416,0.266129,0.290323,0.235669,0.41391,0.49571,1
0.385797,0.50242,0.004267,0.137097,0.53405,0.471338,0.396947,0.343184,2
0.171785,0.18393,0.010346,0.346774,0.602151,0.426752,0.184902,0.219256,1
0.226488,0.268151,0.011628,0.370968,0.078853,0.322718,0.287532,0.257388,1
0.274472,0.339787,0.011849,0.346774,0.09319,0.14862,0.373198,0.257388,1
0.380038,0.468538,0.009108,0.245968,0.21147,0.14862,0.346904,0.448046,1
0.297505,0.383349,0.008953,0.185484,0.0681,0.278132,0.279898,0.324118,1
0.213052,0.267183,0.010567,0.375,0.290323,0.235669,0.253605,0.209724,1
0.34453,0.422072,0.007936,0.370968,0.422939,0.322718,0.373198,0.381316,1
0.384837,0.486931,0.005504,0.254032,0.121864,0.174098,0.373198,0.418494,1
0.28119,0.331075,0.008843,0.33871,0.240143,0.426752,0.304495,0.28694,1
0.25048,0.29332,0.011606,0.391129,0.139785,0.278132,0.312977,0.246902,1
0.434741,0.501452,0.008599,0.435484,0.344086,0.363057,0.449534,0.476644,1
0.360845,0.451113,0.008909,0.266129,0.189964,0.235669,0.356234,0.390848,1
0.368522,0.455954,0.007538,0.201613,0.032258,0.067941,0.41391,0.381316,1
0.512476,0.620523,0.004797,0.221774,0.333333,0.384289,0.533503,0.50429,2
0.449136,0.545015,0.00756,0.395161,0.132616,0.235669,0.440204,0.485224,1
0.492322,0.599226,0.007229,0.278226,0.146953,0.14862,0.449534,0.57102,2
0.418426,0.521781,0.006367,0.237903,0.236559,0.322718,0.396947,0.42898,1
0.421305,0.512101,0.008555,0.431452,0.11828,0.322718,0.41391,0.458532,1
0.494242,0.587609,0.004819,0.318548,0.458781,0.426752,0.457167,0.56244,2
0.323417,0.382381,0.009351,0.395161,0.336918,0.322718,0.363868,0.324118,1
0.401152,0.506292,0.006566,0.278226,0.591398,0.511677,0.380831,0.448046,2
0.230326,0.277832,0.006234,0.209677,0.648746,0.471338,0.380831,0.257388,1
0.138196,0.136496,0.010921,0.342742,0.562724,0.511677,0.151824,0.182078,1
0.190019,0.224589,0.010898,0.314516,0.315412,0.322718,0.244275,0.246902,1
0.367562,0.440465,0.006654,0.334677,0.222222,0.235669,0.396947,0.390848,1
0.402111,0.483059,0.007229,0.169355,0.258065,0.235669,0.363868,0.467112,1
0.323417,0.368829,0.009749,0.375,0.207885,0.14862,0.337574,0.35367,1
0.269674,0.315586,0.010478,0.383065,0.329749,0.29724,0.329941,0.313632,1
0.204415,0.217812,0.010876,0.379032,0.21147,0.174098,0.261238,0.227836,1
0.362764,0.396902,0.009329,0.387097,0.290323,0.195329,0.473282,0.372736,1
0.505758,0.569216,0.007804,0.334677,0.27957,0.235669,0.558948,0.514776,1
0.511516,0.575992,0.008445,0.375,0.193548,0.214437,0.482612,0.552908,2
0.461612,0.544046,0.007715,0.366935,0.222222,0.235669,0.490246,0.485224,1
0.482726,0.573088,0.006256,0.197581,0.362007,0.322718,0.457167,0.533842,2
0.449136,0.510165,0.007317,0.366935,0.433692,0.426752,0.499576,0.476644,1
0.440499,0.504356,0.006566,0.387097,0.21147,0.322718,0.42324,0.476644,1
0.412668,0.465634,0.008953,0.403226,0.27957,0.235669,0.41391,0.448046,1
0.462572,0.499516,0.008047,0.342742,0.136201,0.174098,0.508906,0.476644,1
0.487524,0.525653,0.007096,0.419355,0.405018,0.511677,0.473282,0.525262,1
0.475048,0.483059,0.00829,0.403226,0.157706,0.14862,0.566582,0.467112,1
0.553743,0.546951,0.006676,0.455645,0.261649,0.511677,0.558948,0.56244,1
0.498081,0.518877,0.007914,0.455645,0.225806,0.322718,0.549618,0.467112,1
0.524952,0.564376,0.006521,0.375,0.16129,0.235669,0.533503,0.544328,1
0.509597,0.623427,0.005637,0.137097,0.37276,0.29724,0.490246,0.57102,2
0.427063,0.524685,0.008312,0.116935,0.422939,0.322718,0.396947,0.49571,2
0.386756,0.464666,0.009528,0.306452,0.032258,0.174098,0.363868,0.448046,1
0.420345,0.499516,0.008577,0.221774,0.039427,0.14862,0.380831,0.485224,2
0.454894,0.512101,0.008246,0.391129,0.189964,0.322718,0.449534,0.514776,1
0.47025,0.535334,0.00703,0.387097,0.405018,0.322718,0.457167,0.514776,1
0.490403,0.575992,0.005328,0.25,0.519713,0.426752,0.473282,0.533842,2
0.348369,0.369797,0.007605,0.366935,0.530466,0.44586,0.346904,0.390848,1
0.3119,0.315586,0.009859,0.403226,0.27957,0.322718,0.346904,0.332698,1
0.407869,0.465634,0.009395,0.41129,0.304659,0.29724,0.363868,0.485224,1
0.43858,0.514037,0.009196,0.149194,0.100358,0.14862,0.43257,0.49571,1
0.417466,0.477251,0.00966,0.25,0.229391,0.322718,0.389313,0.485224,1
0.372361,0.407551,0.011119,0.270161,0.27957,0.235669,0.41391,0.381316,1
0.460653,0.461762,0.008843,0.508065,0.143369,0.174098,0.533503,0.467112,1
0.502879,0.536302,0.007317,0.395161,0.0,0.021231,0.541985,0.49571,1
0.458733,0.531462,0.006345,0.302419,0.344086,0.322718,0.490246,0.49571,1
0.417466,0.486931,0.007074,0.189516,0.405018,0.322718,0.373198,0.49571,1
0.348369,0.390126,0.008467,0.375,0.18638,0.235669,0.363868,0.36225,1
0.434741,0.521781,0.006433,0.189516,0.390681,0.322718,0.389313,0.50429,1
0.363724,0.440465,0.007074,0.137097,0.508961,0.426752,0.373198,0.409914,1
0.246641,0.250726,0.009484,0.354839,0.419355,0.426752,0.279898,0.238322,1
0.267754,0.266215,0.011252,0.443548,0.229391,0.29724,0.279898,0.324118,1
0.348369,0.361084,0.011473,0.415323,0.419355,0.278132,0.346904,0.418494,1
0.382917,0.437561,0.011407,0.254032,0.394265,0.322718,0.337574,0.458532,1
0.439539,0.520813,0.009152,0.16129,0.18638,0.29724,0.406277,0.49571,2
0.428023,0.534366,0.006676,0.03629,0.136201,0.14862,0.380831,0.485224,2
0.457774,0.541142,0.005482,0.129032,0.46595,0.426752,0.449534,0.525262,2
0.429942,0.470474,0.007339,0.415323,0.322581,0.29724,0.42324,0.448046,1
0.489443,0.549855,0.004554,0.399194,0.498208,0.426752,0.499576,0.533842,2
0.46833,0.564376,0.004488,0.262097,0.512545,0.511677,0.440204,0.533842,2
0.43762,0.515005,0.008621,0.229839,0.225806,0.174098,0.389313,0.514776,2
0.440499,0.496612,0.009948,0.298387,0.172043,0.235669,0.406277,0.50429,1
0.440499,0.46757,0.009926,0.379032,0.189964,0.235669,0.465649,0.467112,1
0.53167,0.580833,0.006367,0.451613,0.573477,0.511677,0.541985,0.57102,1
0.513436,0.625363,0.003493,0.16129,0.483871,0.44586,0.482612,0.552908,2
0.494242,0.555663,0.005107,0.334677,0.247312,0.343949,0.533503,0.544328,1
0.554702,0.579864,0.006322,0.471774,0.326165,0.363057,0.508906,0.600572,1
0.441459,0.493708,0.008201,0.330645,0.501792,0.384289,0.440204,0.50429,1
0.377159,0.47241,0.006101,0.012097,0.820789,0.70276,0.329941,0.42898,1
0.309981,0.345595,0.007096,0.322581,0.548387,0.532909,0.304495,0.372736,1
0.326296,0.36302,0.006433,0.435484,0.189964,0.29724,0.373198,0.28694,1
0.377159,0.410455,0.007582,0.46371,0.154122,0.214437,0.396947,0.372736,1
0.431862,0.47241,0.008467,0.483871,0.082437,0.235669,0.440204,0.448046,1
0.448177,0.473379,0.009329,0.435484,0.139785,0.235669,0.482612,0.448046,1
0.534549,0.552759,0.007892,0.439516,0.103943,0.14862,0.566582,0.525262,1
0.632438,0.610842,0.006919,0.427419,0.390681,0.426752,0.71162,0.600572,1
0.702495,0.745402,0.005836,0.399194,0.476703,0.426752,0.694656,0.705434,1
0.636276,0.709584,0.005018,0.270161,0.379928,0.384289,0.652248,0.600572,2
0.552783,0.57212,0.00756,0.431452,0.415771,0.511677,0.575912,0.56244,1
0.524952,0.516941,0.008776,0.520161,0.362007,0.343949,0.558948,0.525262,1
0.512476,0.508228,0.007693,0.427419,0.204301,0.235669,0.533503,0.544328,1
0.477927,0.521781,0.008533,0.366935,0.394265,0.343949,0.449534,0.50429,1
0.466411,0.496612,0.009749,0.346774,0.376344,0.322718,0.406277,0.544328,1
0.505758,0.499516,0.010302,0.330645,0.193548,0.195329,0.549618,0.50429,1
0.600768,0.568248,0.008246,0.415323,0.354839,0.384289,0.661578,0.56244,1
0.707294,0.682478,0.00588,0.366935,0.44086,0.511677,0.754877,0.705434,1
0.462572,0.553727,0.008489,0.21371,0.663082,0.532909,0.516539,0.514776,2
0.415547,0.424008,0.011186,0.387097,0.340502,0.471338,0.42324,0.409914,1
0.473129,0.505324,0.009086,0.375,0.397849,0.363057,0.457167,0.525262,2
0.472169,0.580833,0.006765,0.125,0.412186,0.343949,0.41391,0.552908,2
0.480806,0.547919,0.006831,0.221774,0.598566,0.598726,0.465649,0.533842,2
0.555662,0.547919,0.008577,0.532258,0.419355,0.322718,0.566582,0.533842,1
0.571017,0.544046,0.009638,0.451613,0.050179,0.087049,0.625954,0.525262,1
0.619002,0.545015,0.010279,0.435484,0.143369,0.14862,0.625954,0.56244,1
0.605566,0.666989,0.009948,0.278226,0.157706,0.174098,0.592875,0.667302,2
0.630518,0.725073,0.008798,0.205645,0.168459,0.214437,0.625954,0.675882,2
0.666987,0.739593,0.007671,0.306452,0.150538,0.214437,0.642918,0.686368,1
0.700576,0.773475,0.007251,0.334677,0.236559,0.235669,0.661578,0.753098,2
0.692898,0.796709,0.007074,0.225806,0.189964,0.235669,0.686175,0.753098,2
0.645873,0.749274,0.007428,0.241935,0.358423,0.471338,0.661578,0.686368,2
0.587332,0.654405,0.008688,0.274194,0.469534,0.363057,0.541985,0.656816,2
0.6238,0.610842,0.009484,0.467742,0.232975,0.235669,0.642918,0.656816,1
0.650672,0.627299,0.009329,0.435484,0.086022,0.14862,0.70229,0.581506,1
0.726488,0.667957,0.008445,0.455645,0.111111,0.174098,0.737913,0.696854,1
0.745681,0.68151,0.007273,0.596774,0.236559,0.278132,0.754877,0.7245,1
0.802303,0.71152,0.007295,0.596774,0.344086,0.278132,0.795589,0.78265,1
0.788868,0.705712,0.007826,0.483871,0.182796,0.235669,0.778626,0.7245,1
0.775432,0.754114,0.008069,0.447581,0.164875,0.235669,0.762511,0.772164,2
0.81094,0.768635,0.007538,0.467742,0.236559,0.322718,0.787956,0.810296,2
0.818618,0.793804,0.007538,0.375,0.175627,0.195329,0.804919,0.801716,2
0.825336,0.799613,0.008135,0.399194,0.107527,0.174098,0.821883,0.801716,1
0.858925,0.806389,0.007317,0.475806,0.268817,0.426752,0.864292,0.819828,1
0.831094,0.759923,0.006632,0.439516,0.354839,0.40552,0.814249,0.828408,2
0.758157,0.659245,0.00798,0.395161,0.394265,0.322718,0.71162,0.753098,1
0.747601,0.759923,0.006654,0.330645,0.455197,0.384289,0.70229,0.761678,2
0.649712,0.702807,0.007383,0.419355,0.419355,0.343949,0.625954,0.686368,2
0.630518,0.70668,0.006367,0.298387,0.390681,0.322718,0.575912,0.696854,2
0.599808,0.604066,0.008201,0.407258,0.551971,0.598726,0.558948,0.638704,2
0.579655,0.566312,0.008246,0.483871,0.469534,0.511677,0.609839,0.581506,1
0.622841,0.598258,0.008577,0.520161,0.304659,0.426752,0.642918,0.57102,1
0.666987,0.621491,0.008909,0.423387,0.143369,0.235669,0.71162,0.600572,1
0.775432,0.710552,0.005814,0.435484,0.394265,0.426752,0.787956,0.772164,1
0.720729,0.714424,0.006123,0.5,0.311828,0.384289,0.762511,0.734032,2
0.620921,0.689255,0.007383,0.290323,0.609319,0.492569,0.625954,0.667302,2
0.641075,0.691191,0.008909,0.370968,0.437276,0.426752,0.618321,0.675882,2
0.65739,0.653437,0.009484,0.520161,0.25448,0.235669,0.625954,0.667302,1
0.654511,0.67183,0.008644,0.403226,0.121864,0.214437,0.625954,0.638704,1
0.676583,0.705712,0.007185,0.399194,0.121864,0.235669,0.71162,0.656816,2
0.707294,0.784124,0.005792,0.350806,0.473118,0.384289,0.669211,0.753098,2
0.721689,0.817038,0.005438,0.326613,0.408602,0.492569,0.694656,0.753098,2
0.714971,0.800581,0.006455,0.370968,0.283154,0.235669,0.71162,0.734032,1
0.714012,0.799613,0.007008,0.326613,0.311828,0.322718,0.669211,0.742612,1
0.752399,0.787028,0.007538,0.391129,0.168459,0.174098,0.787956,0.7245,1
0.802303,0.782188,0.007295,0.407258,0.215054,0.343949,0.795589,0.79123,1
0.754319,0.766699,0.007361,0.354839,0.415771,0.426752,0.754877,0.734032,2
0.681382,0.682478,0.009086,0.487903,0.283154,0.384289,0.661578,0.667302,1
0.681382,0.682478,0.008312,0.487903,0.379928,0.532909,0.70229,0.686368,2
0.777351,0.772507,0.005549,0.395161,0.487455,0.44586,0.745547,0.801716,1
0.731286,0.748306,0.007074,0.483871,0.340502,0.278132,0.70229,0.734032,1
0.745681,0.740561,0.008268,0.447581,0.247312,0.384289,0.745547,0.71592,1
0.823417,0.846079,0.006654,0.383065,0.426523,0.426752,0.838846,0.801716,2
0.798464,0.821878,0.007052,0.491935,0.27957,0.235669,0.795589,0.810296,1
0.807102,0.828654,0.006941,0.41129,0.541219,0.44586,0.787956,0.819828,2
0.84357,0.86544,0.006433,0.455645,0.11828,0.235669,0.838846,0.801716,1
0.87524,0.878993,0.006897,0.431452,0.114695,0.29724,0.838846,0.85796,1
0.889635,0.903195,0.006875,0.479839,0.419355,0.44586,0.838846,0.877026,1
0.877159,0.902227,0.006079,0.46371,0.419355,0.426752,0.831213,0.905624,2
0.78215,0.772507,0.007251,0.415323,0.154122,0.426752,0.804919,0.734032,1
0.877159,0.853824,0.006676,0.524194,0.383513,0.532909,0.821883,0.896092,2
0.925144,0.919652,0.005814,0.560484,0.516129,0.384289,0.915182,0.92469,1
0.951056,0.952565,0.00535,0.516129,0.390681,0.343949,0.915182,0.943756,1
0.962572,0.956438,0.005416,0.520161,0.501792,0.322718,0.923664,0.962822,1
0.943378,0.940949,0.006057,0.479839,0.587814,0.532909,0.890585,0.93327,1
0.933781,0.906099,0.006101,0.487903,0.555556,0.55414,0.948261,0.92469,1
0.898273,0.863504,0.005328,0.580645,0.623656,0.511677,0.890585,0.887512,2
0.827255,0.753146,0.007361,0.46371,0.236559,0.322718,0.881255,0.753098,1
0.8119,0.806389,0.00703,0.383065,0.297491,0.322718,0.831213,0.819828,2
0.784069,0.791868,0.008047,0.58871,0.387097,0.343949,0.745547,0.801716,2
0.81382,0.866409,0.006345,0.415323,0.483871,0.426752,0.804919,0.828408,2
0.803263,0.881897,0.006035,0.407258,0.354839,0.492569,0.754877,0.828408,2
0.833013,0.894482,0.006411,0.46371,0.516129,0.492569,0.795589,0.85796,2
0.917466,0.936108,0.005482,0.439516,0.709677,0.511677,0.890585,0.92469,2
0.921305,0.922556,0.004863,0.475806,0.519713,0.426752,0.907549,0.85796,2
0.950096,0.926428,0.004244,0.568548,0.458781,0.426752,0.890585,0.954242,1
0.838772,0.894482,0.006787,0.439516,0.351254,0.363057,0.787956,0.85796,2
0.848369,0.916747,0.007008,0.407258,0.498208,0.363057,0.854962,0.85796,2
0.932821,0.924492,0.007008,0.520161,0.365591,0.384289,0.890585,0.92469,1
0.927063,0.936108,0.007715,0.596774,0.121864,0.174098,0.881255,0.92469,1
0.898273,0.922556,0.007693,0.580645,0.18638,0.174098,0.864292,0.914204,2
0.915547,0.941917,0.007516,0.491935,0.34767,0.29724,0.871925,0.93327,1
0.899232,0.907067,0.007207,0.596774,0.358423,0.29724,0.871925,0.92469,1
0.851248,0.82575,0.008489,0.596774,0.34767,0.384289,0.838846,0.810296,1
0.845489,0.793804,0.009285,0.596774,0.179211,0.235669,0.838846,0.819828,1
0.867562,0.829622,0.008666,0.596774,0.311828,0.2569,0.838846,0.85796,1
0.921305,0.877057,0.007229,0.596774,0.451613,0.40552,0.923664,0.896092,1
0.78023,0.861568,0.007914,0.375,0.344086,0.598726,0.864292,0.734032,2
0.738964,0.775411,0.009329,0.479839,0.286738,0.29724,0.719254,0.734032,1
0.804223,0.78122,0.008378,0.520161,0.150538,0.322718,0.838846,0.772164,1
0.857965,0.818974,0.00703,0.512097,0.258065,0.29724,0.871925,0.801716,1
0.898273,0.814134,0.007096,0.592742,0.268817,0.322718,0.881255,0.847474,1
0.888676,0.852856,0.007781,0.491935,0.430108,0.511677,0.847328,0.877026,2
0.8119,0.897386,0.008135,0.358871,0.243728,0.492569,0.778626,0.838894,2
0.777351,0.886738,0.008091,0.354839,0.329749,0.384289,0.754877,0.819828,2
0.729367,0.799613,0.008378,0.342742,0.107527,0.235669,0.694656,0.734032,1
0.831094,0.889642,0.007052,0.375,0.494624,0.598726,0.838846,0.828408,1
0.865643,0.927396,0.007096,0.395161,0.519713,0.384289,0.804919,0.896092,1
0.871401,0.945789,0.007273,0.415323,0.365591,0.2569,0.831213,0.905624,1
0.90499,0.956438,0.007273,0.399194,0.408602,0.426752,0.847328,0.92469,1
0.920345,0.947725,0.005637,0.451613,0.34767,0.363057,0.864292,0.943756,2
0.928983,0.964182,0.006035,0.532258,0.215054,0.363057,0.890585,0.93327,1
0.948177,0.933204,0.006057,0.596774,0.530466,0.384289,0.923664,0.962822,1
0.831094,0.839303,0.00829,0.512097,0.329749,0.492569,0.804919,0.838894,2
0.84357,0.843175,0.008798,0.435484,0.293907,0.343949,0.821883,0.847474,1
0.942418,0.912875,0.007052,0.395161,0.365591,0.322718,0.966921,0.92469,1
0.911708,0.873185,0.008113,0.504032,0.326165,0.278132,0.871925,0.914204,1
0.928983,0.90029,0.007958,0.548387,0.25448,0.322718,0.940628,0.905624,1
0.902111,0.880929,0.007516,0.395161,0.297491,0.322718,0.890585,0.896092,1
0.783109,0.842207,0.008334,0.395161,0.225806,0.278132,0.787956,0.78265,2
0.826296,0.833495,0.007781,0.524194,0.229391,0.278132,0.795589,0.819828,1
0.8119,0.827686,0.008732,0.443548,0.304659,0.384289,0.770992,0.819828,2
0.832054,0.874153,0.007848,0.475806,0.46595,0.471338,0.795589,0.828408,2
0.834933,0.923524,0.007229,0.419355,0.218638,0.2569,0.778626,0.868446,2
0.825336,0.911907,0.006477,0.419355,0.301075,0.322718,0.787956,0.847474,2
0.790787,0.849952,0.007162,0.532258,0.322581,0.278132,0.754877,0.801716,1
0.736084,0.814134,0.008025,0.504032,0.197133,0.195329,0.694656,0.78265,2
0.766795,0.830591,0.008356,0.431452,0.168459,0.174098,0.778626,0.761678,1
